#USGS station No.,"Annual exceedance probability discharge, in cubic feet per second",,,,,,,,,,,,,,,,,,,,,,,,Skew coefficient used for Sta AEP,Skew coefficient used in appendix B,MSE of skew coefficient used in appendix B,
#50-percent,20-percent,10-percent,4-percent,2-percent,1-percent,0.5-percent,0.2-percent
#Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Sta,Reg,Wtd,Skew coefficient used for Sta AEP,Skew coefficient used in appendix B,MSE of skew coefficient used in appendix B
15208000,4540,7590,4570,6280,10300,6330,7580,12100,7660,9390,14500,9540,10900,16200,11100,12500,17900,12800,14200,19700,14600,16700,22100,17300,0.500,0.476,0.1793
15208100,316,649,326,508,1040,529,656,1340,692,868,1740,938,1040,2050,1150,1240,2370,1390,1440,2690,1670,1750,3140,2070,0.162,,
15208200,53,148,55,94,259,100,129,348,138,180,471,201,225,569,260,276,670,329,332,776,410,417,927,538,0.120,-0.126,0.1881
15209000,343,543,349,496,855,516,623,1090,659,816,1400,888,987,1640,1100,1180,1890,1340,1410,2150,1610,1760,2500,2020,0.850,,
15209100,49,146,57,96,252,113,138,335,165,202,450,252,261,541,333,328,635,426,405,735,531,524,875,687,0.092,,
15210025,1610,1230,1590,2660,1850,2580,3560,2310,3390,4960,2900,4510,6220,3370,5400,7690,3830,6290,9400,4310,7160,12100,4950,8280,0.501,,
15211700,206,366,210,322,592,330,407,764,420,523,995,548,614,1180,655,710,1360,773,811,1560,903,952,1820,1090,0.003,-0.250,0.2123
15211900,752,753,752,1220,1170,1220,1590,1480,1580,2110,1880,2090,2550,2200,2500,3030,2520,2940,3550,2850,3390,4320,3300,4020,0.160,,
15212000,166000,189000,166000,200000,219000,200000,226000,239000,226000,261000,264000,261000,290000,283000,290000,321000,301000,320000,354000,320000,352000,402000,344000,397000,1.121,1.889,0.5494
15212500,253,413,255,432,634,439,605,796,615,903,1020,916,1200,1190,1200,1580,1360,1520,2050,1540,1870,2870,1780,2370,0.930,1.182,0.2677
15212800,36,71,37,56,115,57,71,148,74,93,195,100,111,231,123,132,270,151,154,310,183,187,366,233,0.308,,
15213400,1100,1560,1110,1610,2220,1650,2030,2690,2090,2650,3310,2740,3190,3780,3300,3800,4250,3910,4490,4730,4560,5550,5380,5490,0.676,,
15215990,405,129,384,669,198,626,863,250,794,1130,320,993,1340,374,1120,1550,431,1230,1780,489,1330,2100,570,1430,-0.120,,
15216000,2950,3210,2950,4280,4110,4280,5190,4740,5180,6360,5560,6340,7240,6180,7200,8140,6810,8070,9040,7430,8940,10300,8300,10100,-0.068,-0.351,0.1318
15219000,559,667,561,749,942,753,875,1140,882,1030,1400,1050,1150,1600,1180,1270,1810,1310,1390,2010,1440,1560,2300,1630,0.070,,
15219100,556,579,557,790,826,792,959,1000,962,1190,1240,1190,1370,1420,1380,1570,1600,1570,1770,1790,1780,2070,2050,2060,0.275,,
15227500,2460,2850,2470,3550,3840,3560,4320,4530,4330,5350,5430,5350,6150,6110,6150,6980,6780,6960,7840,7460,7810,9050,8390,8970,0.107,-0.048,0.1703
15236000,1290,655,1260,1800,931,1730,2170,1130,2070,2670,1390,2500,3070,1590,2820,3490,1800,3150,3940,2000,3470,4580,2300,3920,0.320,,
15236200,445,526,445,534,738,535,586,891,587,646,1090,649,688,1250,692,727,1410,734,764,1570,774,812,1790,827,-0.106,-0.624,0.1935
15237360,3880,2390,3870,4490,3080,4470,4860,3560,4840,5300,4200,5280,5610,4680,5590,5910,5150,5890,6210,5650,6190,6590,6310,6580,0.181,,
15237400,2840,899,2830,3090,1240,3080,3240,1490,3230,3410,1810,3390,3530,2060,3510,3640,2300,3620,3740,2560,3720,3880,2900,3860,0.210,,
15237730,214,308,221,415,475,423,602,601,601,911,769,874,1200,902,1110,1560,1040,1350,1990,1170,1610,2700,1370,1960,0.355,,
15238000,331,569,335,437,843,448,510,1040,527,604,1310,636,676,1510,723,750,1720,817,826,1930,917,931,2220,1060,0.239,,
15238600,1640,700,1630,2250,1010,2230,2680,1240,2640,3250,1540,3180,3690,1770,3590,4160,2000,4010,4640,2240,4440,5320,2580,5010,0.269,0.420,0.1476
15238820,755,933,760,1170,1360,1180,1490,1670,1500,1930,2080,1940,2290,2390,2300,2680,2710,2680,3090,3030,3080,3690,3480,3640,0.148,,
15238978,85,89,85,115,144,116,138,187,140,170,245,174,196,290,203,224,338,236,254,388,274,298,458,330,0.559,,
15239000,2940,3010,2950,4430,4060,4420,5520,4810,5490,7020,5750,6950,8220,6490,8090,9500,7190,9270,10900,7940,10500,12800,8930,12200,0.160,0.129,0.1718
15239050,542,592,543,819,871,820,1020,1080,1030,1310,1350,1310,1540,1550,1540,1790,1770,1790,2050,1980,2050,2440,2280,2410,0.190,0.205,0.1685
15239060,636,575,631,1160,875,1120,1620,1090,1530,2370,1390,2130,3060,1610,2610,3880,1850,3100,4850,2080,3600,6410,2410,4260,0.375,,
15239500,132,208,133,248,344,252,351,449,356,513,592,520,660,705,666,831,820,829,1030,942,1010,1340,1110,1270,0.209,0.064,0.1482
15239800,64,116,66,107,197,112,145,261,154,207,348,226,265,418,294,335,491,374,419,566,467,558,673,606,0.705,,
15239900,1670,1840,1680,2690,2740,2690,3610,3380,3600,5120,4220,5020,6540,4860,6260,8280,5510,7610,10400,6170,9050,13900,7080,11000,0.871,1.229,0.3624
15240000,2380,2720,2400,4000,3970,4000,5480,4880,5430,7920,6040,7680,10200,6910,9650,13100,7820,11800,16500,8730,14200,22300,9960,17700,0.761,,
15240500,52,104,53,76,180,80,95,239,101,122,322,135,144,388,165,169,456,201,195,528,242,235,630,308,0.383,,
15241600,577,1540,597,1020,2330,1070,1440,2900,1540,2180,3660,2360,2930,4240,3160,3870,4820,4110,5060,5420,5180,7140,6240,6730,0.858,1.702,0.7119
15242000,8070,15300,8100,9890,19700,9940,11000,22800,11100,12500,26500,12600,13500,29400,13700,14500,32200,14900,15500,35000,16100,16900,38800,17700,0.189,0.033,0.1910
15243950,800,711,797,1300,1050,1280,1750,1300,1710,2490,1630,2360,3190,1890,2900,4040,2150,3470,5070,2410,4050,6790,2770,4800,0.834,1.726,1.1288
15244000,523,1760,542,704,2460,745,832,2950,897,1000,3600,1130,1140,4080,1320,1280,4580,1550,1440,5080,1800,1650,5770,2190,0.388,,
15246000,906,2070,932,1290,2890,1360,1600,3470,1720,2070,4210,2290,2490,4760,2800,2960,5350,3390,3500,5940,4030,4340,6730,4990,0.871,,
15248000,3670,6210,3690,4850,8240,4890,5700,9640,5770,6880,11500,7020,7830,12800,8050,8840,14100,9170,9930,15500,10400,11500,17300,12200,0.587,0.612,0.2275
15254000,330,1040,338,524,1540,545,688,1900,726,942,2370,1020,1170,2720,1300,1430,3090,1640,1740,3460,2030,2230,3970,2640,0.608,0.644,0.2054
15258000,11200,,,14800,,,17200,,,20400,,,22900,,,25500,,,28200,,,32000,,,0.338,,
15260000,296,1080,309,416,1590,454,512,1950,580,657,2430,792,782,2800,995,924,3180,1240,1080,3560,1540,1330,4070,2000,0.843,,
15261000,269,682,279,424,1020,451,559,1260,605,771,1590,863,964,1840,1100,1190,2100,1390,1460,2360,1710,1890,2720,2190,0.714,,
15266110,16400,26600,16500,20400,33200,20500,23300,37800,23600,27200,43400,27900,30500,47500,31300,33900,51800,35100,37500,56000,39100,42800,61500,44800,0.845,,
15266150,17100,29600,17200,20600,36800,20900,23100,41800,23500,26500,48000,27300,29200,52500,30200,31900,57100,33500,34900,61700,36800,39000,67700,41600,0.827,,
15266300,18700,31200,18700,23800,39200,23900,27500,44500,27700,32700,51300,33000,36800,56200,37300,41300,61100,42000,46000,66100,47000,52900,72600,54400,0.762,0.857,0.1781
15266500,187,420,196,356,689,375,503,895,532,730,1170,782,931,1390,1010,1160,1610,1260,1420,1850,1540,1830,2170,1950,0.100,-0.116,0.2039
15267900,1230,3030,1260,1870,4290,1960,2390,5180,2540,3180,6340,3450,3860,7210,4270,4630,8070,5200,5500,8970,6250,6850,10200,7800,0.562,,
15269500,1010,1220,1020,1520,1760,1540,1890,2140,1910,2390,2650,2410,2770,3030,2810,3170,3430,3220,3590,3830,3640,4170,4380,4220,0.006,,
15270400,67,161,71,108,261,119,140,336,157,187,439,218,225,519,271,266,603,333,312,689,403,377,811,508,0.132,,
15271000,5030,6170,5040,6530,8280,6560,7600,9750,7640,9040,11600,9120,10200,13000,10300,11400,14400,11500,12600,15800,12900,14400,17700,14800,0.500,0.474,0.2284
15271900,28,100,29,39,165,41,47,215,50,57,283,64,65,337,75,73,394,89,82,453,105,93,535,131,0.217,,
15272280,7320,4860,7300,9070,6150,9030,10200,7060,10100,11500,8240,11400,12500,9120,12400,13500,10000,13400,14500,10900,14300,15800,12100,15500,0.155,,
15272380,10300,9770,10300,12500,12200,12500,13800,13900,13800,15500,16000,15500,16700,17700,16700,17800,19300,17900,19000,20900,19100,20600,23100,20800,0.164,,
15272530,202,458,208,340,685,353,458,853,479,642,1070,682,808,1240,866,1000,1420,1080,1230,1600,1320,1580,1850,1670,0.468,0.429,0.2247
15272550,2660,2790,2670,4900,3810,4740,6860,4530,6400,9980,5460,8650,12800,6170,10300,16200,6870,11900,20000,7590,13400,26200,8550,15100,0.287,,
15273900,236,561,241,328,875,341,392,1110,413,475,1420,513,538,1660,594,603,1910,684,669,2160,778,760,2510,915,0.089,,
15274000,208,594,213,313,920,325,401,1160,425,538,1490,593,662,1730,754,806,1990,951,974,2250,1190,1240,2620,1560,0.817,1.319,0.4228
